Employee,Employee No,Employee Postcode,Area Code,Client,Address,Address2,Town,County,Postcode,Area,Funder,Date,Start Time,End Time,Pay Rate,Hours of call,Miles,Estimated Time (Mins)
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,05-Nov-20,11:45 AM,12:15 PM,Weekday Half Hour,0.5,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,05-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.286,4.2
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,05-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,2.239,6.38
Carer 24,,SP4 7XH,SA01,Client 213,,,,,SP3 4HB,Salisbury,Direct Payments,05-Nov-20,1:45 PM,2:15 PM,Weekday Half Hour,0.5,6.57,13.34
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,03-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 29,,SP2 0RH,,Client 106,,,,,SP2 7UX,Salisbury,Private 2016,03-Nov-20,8:30 AM,9:30 AM,Weekday Hour,1,2.055,7.34
Carer 29,,SP2 0RH,,Client 57,,,,,SP1 1RZ,Salisbury,Social Services Zone 3,03-Nov-20,9:45 AM,11:45 AM,Weekday Hour,2,2.753,11.03
Carer 29,,SP2 0RH,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,03-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,1.725,6.25
Carer 29,,SP2 0RH,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,03-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,,
Carer 29,,SP2 0RH,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,03-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,1.077,3.5
Carer 29,,SP2 0RH,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,03-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,,
Carer 29,,SP2 0RH,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,03-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 29,,SP2 0RH,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,03-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 29,,SP2 0RH,,Client 197,,,,,SP2 8NB,Salisbury,Private 2016,03-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,2.906,8.03
Carer 29,,SP2 0RH,,Client 192,,,,,SP5 1ED,Salisbury,Private 2016,03-Nov-20,6:45 PM,7:30 PM,Weekday Three Quarter Hour,0.75,7.867,17.01
Carer 29,,SP2 0RH,SA02,Client 227,,,,,SP2 0JP,Salisbury,Social Services Zone 3,03-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,9.128,20.15
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,03-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,3.391,9.01
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,04-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,1.42,5.11
Carer 29,,SP2 0RH,,Client 197,,,,,SP2 8NB,Salisbury,Private 2016,04-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,2.944,8.24
Carer 29,,SP2 0RH,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,04-Nov-20,9:00 AM,10:00 AM,Weekday Hour,1,2.426,7.55
Carer 29,,SP2 0RH,,Client 57,,,,,SP1 1RZ,Salisbury,Social Services Zone 3,04-Nov-20,10:00 AM,12:00 PM,Weekday Hour,2,1.162,4.36
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,04-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,1.855,6.24
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,04-Nov-20,4:00 PM,5:00 PM,Weekday Hour,1,,
Carer 29,,SP2 0RH,,Client 78,,,,,SP1 3LD,Salisbury,Private 2016,04-Nov-20,5:45 PM,6:00 PM,Weekday Fifteen Minutes,0.25,1.225,4.58
Carer 29,,SP2 0RH,,Client 192,,,,,SP5 1ED,Salisbury,Private 2016,04-Nov-20,6:30 PM,7:15 PM,Weekday Three Quarter Hour Night,0.75,6.832,14.57
Carer 29,,SP2 0RH,,Client 116,,,,,SP5 3BY,Salisbury,Private 2016,04-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour Night,0.5,6.423,14.59
Carer 29,,SP2 0RH,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,04-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,2.645,9.03
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,04-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,1.513,5.24
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,05-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,1.42,5.11
Carer 29,,SP2 0RH,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,05-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,1.068,4.17
Carer 29,,SP2 0RH,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,05-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 29,,SP2 0RH,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,05-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,1.077,3.5
Carer 29,,SP2 0RH,,Client 136,,,,,SP2 8DR,Salisbury,Private 2016,05-Nov-20,11:15 AM,11:45 AM,Weekday Half Hour,0.5,2.778,8.49
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,05-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,1.431,6
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,05-Nov-20,12:45 PM,1:15 PM,Weekday Half Hour,0.5,1.198,4.13
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,06-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 29,,SP2 0RH,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,06-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,1.42,5.34
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,06-Nov-20,9:00 AM,10:00 AM,Weekday Hour,1,1.513,5.24
Carer 29,,SP2 0RH,,Client 57,,,,,SP1 1RZ,Salisbury,Social Services Zone 3,06-Nov-20,10:30 AM,12:30 PM,Weekday Hour,2,2.054,7.22
Carer 29,,SP2 0RH,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,06-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.082,4.16
Carer 29,,SP2 0RH,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,06-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,1.198,4.13
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,02-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,02-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,1.068,4.17
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,02-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,02-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,1.077,3.5
Carer 31,,SP1 3HA,,Client 176,,,,,SP2 7EL,Salisbury,Social Services Zone 3,02-Nov-20,11:00 AM,11:45 AM,Weekday Three Quarter Hour,0.75,1.759,6.4
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,02-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,1.45,5.32
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,02-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,02-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,1.077,3.5
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,02-Nov-20,1:30 PM,2:00 PM,Weekday Half Hour,0.5,1.955,6.59
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,02-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,0.031,0.16
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,02-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,02-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,02-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,02-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 14,,,,,SP1 3EU,Salisbury,Social Services Zone 3,02-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.555,3.09
Carer 31,,SP1 3HA,,Client 72,,,,,SP5 3LF,Salisbury,Social Services Zone 2,03-Nov-20,8:15 AM,9:00 AM,Weekday Three Quarter Hour,0.75,10.088,23.52
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,03-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,1.548,5.48
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,03-Nov-20,9:30 AM,10:15 AM,Weekday Three Quarter Hour,0.75,1.253,4.46
Carer 31,,SP1 3HA,SA02,Client 157,,,,,SP5 3EB,Salisbury,Private 2016,03-Nov-20,10:30 AM,11:30 AM,Weekday Hour,1,6.036,12.55
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,03-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,6.785,15.42
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,03-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.253,4.46
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,03-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,7.665,18
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,03-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,0.031,0.16
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,03-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,03-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,03-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,03-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 14,,,,,SP1 3EU,Salisbury,Social Services Zone 3,03-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.555,3.09
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,04-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,1.081,4.56
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,04-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,1.031,4.42
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,04-Nov-20,8:45 AM,9:30 AM,Weekday Three Quarter Hour,0.75,,
Carer 31,,SP1 3HA,,Client 78,,,,,SP1 3LD,Salisbury,Private 2016,04-Nov-20,9:30 AM,10:00 AM,Weekday Half Hour,0.5,1.193,4.37
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,04-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,0.989,4.06
Carer 31,,SP1 3HA,SA02,Client 2,,,,,SP5 3AF,Salisbury,Social Services Zone 2,04-Nov-20,11:00 AM,12:00 PM,Weekday Hour,1,5.407,12.55
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,04-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,4.871,11.46
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,04-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,1.391,5.42
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,04-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,2.031,7.19
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,04-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,04-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,04-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,1.119,4.25
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,04-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,04-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,04-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,04-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 14,,,,,SP1 3EU,Salisbury,Social Services Zone 3,04-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.555,3.09
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,05-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,,
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,05-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,05-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,05-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,1.119,4.25
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,05-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,05-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,05-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,05-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 14,,,,,SP1 3EU,Salisbury,Social Services Zone 3,05-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.555,3.09
Carer 31,,SP1 3HA,,Client 72,,,,,SP5 3LF,Salisbury,Social Services Zone 2,06-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,10.088,23.52
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,06-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,1.548,5.48
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,06-Nov-20,9:30 AM,10:15 AM,Weekday Three Quarter Hour,0.75,1.253,4.46
Carer 31,,SP1 3HA,SA02,Client 157,,,,,SP5 3EB,Salisbury,Private 2016,06-Nov-20,10:30 AM,11:30 AM,Weekday Hour,1,6.036,12.55
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,06-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,6.785,15.42
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,06-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.253,4.46
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,06-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,06-Nov-20,5:00 PM,5:30 PM,Weekday Half Hour,0.5,1.253,4.21
Carer 31,,SP1 3HA,,Client 78,,,,,SP1 3LD,Salisbury,Private 2016,06-Nov-20,5:45 PM,6:00 PM,Weekday Fifteen Minutes,0.25,8.23,18.55
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,06-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,2.053,7.33
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,06-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,06-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,06-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,06-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,07-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,1.955,6.59
Carer 31,,SP1 3HA,,Client 72,,,,,SP5 3LF,Salisbury,Social Services Zone 2,07-Nov-20,8:15 AM,9:00 AM,Weekday Three Quarter Hour,0.75,8.349,18.24
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,07-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,1.548,5.48
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,07-Nov-20,9:45 AM,10:30 AM,Weekday Three Quarter Hour,0.75,1.253,4.46
Carer 31,,SP1 3HA,SA02,Client 2,,,,,SP5 3AF,Salisbury,Social Services Zone 2,07-Nov-20,10:45 AM,11:45 AM,Weekday Hour,1,5.503,11.35
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,07-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,6.252,14.29
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,07-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.253,4.46
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,07-Nov-20,1:30 PM,2:00 PM,Weekday Half Hour,0.5,7.665,18
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,07-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,2.031,7.19
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,07-Nov-20,4:45 PM,5:15 PM,Weekend Half Hour,0.5,1.066,3.49
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,07-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,07-Nov-20,6:00 PM,6:30 PM,Weekend Half Hour,0.5,1.119,4.25
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,07-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,07-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,07-Nov-20,8:00 PM,8:30 PM,Weekend Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,07-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,08-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,1.955,6.59
Carer 31,,SP1 3HA,,Client 72,,,,,SP5 3LF,Salisbury,Social Services Zone 2,08-Nov-20,8:15 AM,9:00 AM,Weekday Three Quarter Hour,0.75,8.349,18.24
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,08-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,1.548,5.48
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,08-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,1.253,4.46
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,08-Nov-20,11:00 AM,11:30 AM,Weekend Half Hour,0.5,7.604,17.47
Carer 31,,SP1 3HA,,Client 37,,,,,SP5 3NS,Salisbury,Social Services Zone 2,08-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,7.332,14.56
Carer 31,,SP1 3HA,,Client 100,,,,,SP5 3JR,Salisbury,Social Services Zone 2,08-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.253,4.46
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,08-Nov-20,1:30 PM,2:00 PM,Weekday Half Hour,0.5,7.665,18
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,08-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,2.031,7.19
Carer 31,,SP1 3HA,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,08-Nov-20,4:45 PM,5:15 PM,Weekend Half Hour,0.5,1.066,3.49
Carer 31,,SP1 3HA,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,08-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,,
Carer 31,,SP1 3HA,,Client 152,,,,,SP1 1NA,Salisbury,Private 2016,08-Nov-20,6:00 PM,6:30 PM,Weekend Half Hour,0.5,1.119,4.25
Carer 31,,SP1 3HA,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,08-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.046,5.05
Carer 31,,SP1 3HA,,Client 89,,,,,SP1 1NF,Salisbury,Social Services Zone 3,08-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,1.493,5.59
Carer 31,,SP1 3HA,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,08-Nov-20,8:00 PM,8:30 PM,Weekend Half Hour Night,0.5,1.42,5.34
Carer 31,,SP1 3HA,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,08-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.346,8.41
Carer 32,,SP10 5HY,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,01-Nov-20,10:00 PM,12:00 AM,Waking Night Social,1.98,,
Carer 38,,SP4 8PY,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,02-Nov-20,7:00 AM,7:30 AM,Weekday Half Hour,0.5,,
Carer 38,,SP4 8PY,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,02-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,2.734,7.32
Carer 38,,SP4 8PY,SA01,Client 213,,,,,SP3 4HB,Salisbury,Direct Payments,02-Nov-20,9:00 AM,10:00 AM,Weekday Hour,1,6.57,13.34
Carer 38,,SP4 8PY,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,02-Nov-20,10:15 AM,11:45 AM,Weekday Hour,1.5,8.243,13.49
Carer 38,,SP4 8PY,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,02-Nov-20,11:45 AM,12:15 PM,Weekday Half Hour,0.5,,
Carer 38,,SP4 8PY,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,02-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.286,4.2
Carer 38,,SP4 8PY,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,02-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,2.239,6.38
Carer 38,,SP4 8PY,SA01,Client 213,,,,,SP3 4HB,Salisbury,Direct Payments,02-Nov-20,2:00 PM,2:30 PM,Weekday Half Hour,0.5,6.57,13.34
Carer 38,,SP4 8PY,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,04-Nov-20,7:00 AM,7:30 AM,Weekday Half Hour,0.5,,
