Employee,Employee No,Employee Postcode,Area Code,Client,Address,Address2,Town,County,Postcode,Area,Funder,Date,Start Time,End Time,Pay Rate,Hours of call,Miles,Estimated Time (Mins)
Carer 35,,NP26 4LQ,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,05-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,4.664,11.12
Carer 35,,NP26 4LQ,WA01,Client 149,,,,,NP16 5RG,Monmouth,Chepstow Block,05-Nov-20,8:45 PM,9:15 PM,Weekday Half Hour,0.5,9.615,13.09
Carer 35,,NP26 4LQ,WA01,Client 143,,,,,NP26 5DN,Monmouth,Social Services,05-Nov-20,9:15 PM,9:45 PM,Weekday Half Hour,0.5,5.405,11.42
Carer 35,,NP26 4LQ,WA01,Client 219,,,,,NP7 9UR,Monmouth,Social Services,08-Nov-20,8:00 AM,8:45 AM,Weekend Three Quarter Hour,0.75,,
Carer 35,,NP26 4LQ,WA01,Client 217,,,,,NP7 9PZ,Monmouth,Social Services,08-Nov-20,9:00 AM,9:45 AM,Weekend Three Quarter Hour,0.75,5.75,11.34
Carer 35,,NP26 4LQ,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,08-Nov-20,10:30 AM,11:00 AM,Weekend Half Hour,0.5,3.124,6.09
Carer 35,,NP26 4LQ,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,11:15 AM,11:45 AM,Weekend Half Hour,0.5,4.428,10.12
Carer 35,,NP26 4LQ,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,08-Nov-20,12:00 PM,12:30 PM,Weekend Half Hour,0.5,0.414,1.16
Carer 35,,NP26 4LQ,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,12:30 PM,1:00 PM,Weekend Half Hour,0.5,0.414,1.16
Carer 35,,NP26 4LQ,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,08-Nov-20,1:00 PM,1:30 PM,Weekend Half Hour,0.5,0.493,2.33
Carer 35,,NP26 4LQ,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,08-Nov-20,4:30 PM,5:00 PM,Weekend Half Hour,0.5,0.17,0.36
Carer 35,,NP26 4LQ,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,08-Nov-20,5:00 PM,5:30 PM,Weekend Half Hour,0.5,0.85,3.18
Carer 35,,NP26 4LQ,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,5:30 PM,6:00 PM,Weekend Half Hour,0.5,0.414,1.16
Carer 35,,NP26 4LQ,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,08-Nov-20,6:15 PM,6:45 PM,Weekend Half Hour,0.5,5.403,10.26
Carer 35,,NP26 4LQ,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,08-Nov-20,6:45 PM,7:15 PM,Weekend Half Hour,0.5,4.003,8.55
Carer 35,,NP26 4LQ,WA01,Client 219,,,,,NP7 9UR,Monmouth,Social Services,08-Nov-20,7:30 PM,7:45 PM,Weekday Fifteen Minutes,0.25,6.024,14.55
Carer 35,,NP26 4LQ,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,7:45 PM,8:15 PM,Weekend Half Hour,0.5,6.251,13.49
Carer 35,,NP26 4LQ,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,08-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,0.664,3.09
Carer 35,,NP26 4LQ,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,8:45 PM,9:15 PM,Weekend Half Hour,0.5,0.694,3.12
Carer 35,,NP26 4LQ,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,08-Nov-20,9:30 PM,10:00 PM,Weekend Half Hour,0.5,0.414,1.16
Carer 41,,NP7 6BY,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,02-Nov-20,9:15 AM,9:45 AM,Weekday Half Hour,0.5,,
Carer 41,,NP7 6BY,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,02-Nov-20,9:45 AM,10:15 AM,Weekday Half Hour,0.5,0.17,0.33
Carer 41,,NP7 6BY,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,02-Nov-20,11:15 AM,11:45 AM,Weekday Half Hour,0.5,0.524,2.41
Carer 41,,NP7 6BY,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,03-Nov-20,9:15 AM,9:45 AM,Weekday Half Hour,0.5,,
Carer 41,,NP7 6BY,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,03-Nov-20,10:00 AM,10:30 AM,Weekday Half Hour,0.5,0.17,0.33
Carer 41,,NP7 6BY,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,03-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,0.817,3.31
Carer 41,,NP7 6BY,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,03-Nov-20,12:45 PM,1:15 PM,Weekday Half Hour,0.5,0.758,2.5
Carer 41,,NP7 6BY,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,03-Nov-20,1:30 PM,2:00 PM,Weekday Half Hour,0.5,0.524,2.41
Carer 41,,NP7 6BY,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,06-Nov-20,9:15 AM,9:45 AM,Weekday Half Hour,0.5,,
Carer 41,,NP7 6BY,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,06-Nov-20,9:45 AM,10:15 AM,Weekday Half Hour,0.5,0.17,0.33
Carer 41,,NP7 6BY,WA01,Client 139,,,,,NP7 7AN,Monmouth,Social Services,06-Nov-20,10:15 AM,10:45 AM,Weekday Half Hour,0.5,1.202,4.19
Carer 45,,NP26 3DL,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,03-Nov-20,7:30 AM,8:15 AM,Weekday Three Quarter Hour,0.75,,
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,03-Nov-20,8:30 AM,9:00 AM,Weekday Half Hour,0.5,2.085,5.37
Carer 45,,NP26 3DL,WA01,Client 156,,,,,NP26 3HT,Monmouth,Social Services,03-Nov-20,9:15 AM,10:00 AM,Weekday Three Quarter Hour,0.75,3.992,9.1
Carer 45,,NP26 3DL,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,03-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,4.717,13.15
Carer 45,,NP26 3DL,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,03-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,0.935,5.08
Carer 45,,NP26 3DL,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,03-Nov-20,12:15 PM,12:30 PM,Weekday Fifteen Minutes,0.25,1.335,5.15
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,03-Nov-20,4:15 PM,4:45 PM,Weekday Half Hour,0.5,0.301,1.09
Carer 45,,NP26 3DL,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,03-Nov-20,5:00 PM,5:30 PM,Weekday Half Hour,0.5,2.085,5.22
Carer 45,,NP26 3DL,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,03-Nov-20,5:30 PM,6:00 PM,Weekday Half Hour,0.5,1.606,4.41
Carer 45,,NP26 3DL,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,03-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,2.916,8.43
Carer 45,,NP26 3DL,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,03-Nov-20,7:00 PM,7:15 PM,Weekday Fifteen Minutes,0.25,2.906,10.06
Carer 45,,NP26 3DL,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,03-Nov-20,7:15 PM,7:45 PM,Weekday Half Hour,0.5,1.03,4.5
Carer 45,,NP26 3DL,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,03-Nov-20,7:45 PM,8:15 PM,Weekday Half Hour,0.5,1.012,3.08
Carer 45,,NP26 3DL,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,03-Nov-20,8:15 PM,8:45 PM,Weekday Half Hour,0.5,2.916,8.43
Carer 45,,NP26 3DL,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,03-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,3.198,9.25
Carer 45,,NP26 3DL,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,03-Nov-20,9:30 PM,10:00 PM,Weekday Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,04-Nov-20,7:30 AM,8:15 AM,Weekday Three Quarter Hour,0.75,3.067,9.07
Carer 45,,NP26 3DL,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,04-Nov-20,8:45 AM,9:15 AM,Weekday Half Hour,0.5,2.122,6.03
Carer 45,,NP26 3DL,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,04-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,1.027,4.57
Carer 45,,NP26 3DL,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,04-Nov-20,11:00 AM,11:30 AM,Weekday Half Hour,0.5,0.935,5.08
Carer 45,,NP26 3DL,WA01,Client 169,,,,,NP26 3EW,Monmouth,Social Services,04-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,4.05,10.35
Carer 45,,NP26 3DL,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,04-Nov-20,12:15 PM,12:30 PM,Weekday Fifteen Minutes,0.25,2.888,6.24
Carer 45,,NP26 3DL,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,06-Nov-20,7:00 AM,7:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 45,,NP26 3DL,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,06-Nov-20,7:45 AM,8:15 AM,Weekday Half Hour,0.5,2.122,6.03
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,06-Nov-20,8:15 AM,8:45 AM,Weekday Half Hour,0.5,0.301,1.09
Carer 45,,NP26 3DL,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,06-Nov-20,10:30 AM,11:00 AM,Weekday Half Hour,0.5,0.253,0.46
Carer 45,,NP26 3DL,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,06-Nov-20,12:30 PM,12:45 PM,Weekday Fifteen Minutes,0.25,0.555,1.55
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,06-Nov-20,4:15 PM,4:45 PM,Weekday Half Hour,0.5,0.301,1.09
Carer 45,,NP26 3DL,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,06-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,0.758,2.13
Carer 45,,NP26 3DL,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,06-Nov-20,6:30 PM,7:00 PM,Weekday Half Hour,0.5,0.939,3.15
Carer 45,,NP26 3DL,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,06-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,1.012,3.08
Carer 45,,NP26 3DL,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,06-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,1.413,5.15
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,07-Nov-20,4:00 PM,4:30 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,07-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,0.991,3.11
Carer 45,,NP26 3DL,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,07-Nov-20,5:45 PM,6:15 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 209,,,,,NP26 4PL,Monmouth,Social Services,07-Nov-20,7:00 PM,7:30 PM,Weekend Half Hour,0.5,2.279,8.2
Carer 45,,NP26 3DL,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,07-Nov-20,7:30 PM,8:00 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,07-Nov-20,8:45 PM,9:15 PM,Weekend Half Hour,0.5,2.025,7.46
Carer 45,,NP26 3DL,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,07-Nov-20,9:15 PM,9:45 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,08-Nov-20,4:00 PM,4:30 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,08-Nov-20,4:45 PM,5:15 PM,Weekend Half Hour,0.5,2.085,5.22
Carer 45,,NP26 3DL,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,08-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,1.606,4.41
Carer 45,,NP26 3DL,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,08-Nov-20,6:00 PM,6:30 PM,Weekend Half Hour,0.5,2.916,8.43
Carer 45,,NP26 3DL,WA01,Client 209,,,,,NP26 4PL,Monmouth,Social Services,08-Nov-20,6:45 PM,7:15 PM,Weekend Half Hour,0.5,1.586,5.21
Carer 45,,NP26 3DL,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,08-Nov-20,7:15 PM,7:45 PM,Weekend Half Hour,0.5,,
Carer 45,,NP26 3DL,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,08-Nov-20,7:45 PM,8:00 PM,Weekday Fifteen Minutes,0.25,0.941,5.2
Carer 45,,NP26 3DL,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,08-Nov-20,8:00 PM,8:30 PM,Weekend Half Hour,0.5,2.208,8.06
Carer 45,,NP26 3DL,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,08-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,2.207,6.27
Carer 45,,NP26 3DL,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,08-Nov-20,9:00 PM,9:30 PM,Weekend Half Hour,0.5,0.991,3.11
Carer 45,,NP26 3DL,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,08-Nov-20,9:30 PM,10:00 PM,Weekend Half Hour,0.5,,
Carer 51,,NP4 9PB,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,02-Nov-20,8:30 AM,9:00 AM,Weekday Half Hour,0.5,,
Carer 51,,NP4 9PB,WA01,Client 215,,,,,NP15 1DQ,Monmouth,Social Services,02-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,0.72,3.09
Carer 51,,NP4 9PB,WA01,Client 88,,,,,NP7 0PA,Monmouth,Social Services,05-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 51,,NP4 9PB,WA01,Client 21,,,,,NP15 1LZ,Monmouth,Social Services,05-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,17.996,36.42
Carer 51,,NP4 9PB,WA01,Client 182,,,,,NP15 1PZ,Monmouth,Social Services,05-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,2.352,5.15
Carer 51,,NP4 9PB,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,05-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,3.485,8.09
Carer 51,,NP4 9PB,WA01,Client 215,,,,,NP15 1DQ,Monmouth,Social Services,05-Nov-20,6:45 PM,7:00 PM,Weekday Fifteen Minutes,0.25,0.72,3.09
Carer 51,,NP4 9PB,WA01,Client 21,,,,,NP15 1LZ,Monmouth,Social Services,05-Nov-20,7:15 PM,7:45 PM,Weekday Half Hour,0.5,5.118,9.52
Carer 51,,NP4 9PB,WA01,Client 186,,,,,NP4 0TG,Monmouth,Social Services,05-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,9.488,23.05
Carer 51,,NP4 9PB,WA01,Client 170,,,,,NP4 0SZ,Monmouth,Social Services,05-Nov-20,8:45 PM,9:15 PM,Weekday Half Hour,0.5,3.216,11.1
Carer 51,,NP4 9PB,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,05-Nov-20,9:30 PM,10:00 PM,Weekday Half Hour,0.5,4.254,12.28
Carer 58,,NP44 4NP,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,02-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,,
Carer 58,,NP44 4NP,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,02-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,0.85,3.18
Carer 58,,NP44 4NP,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,02-Nov-20,5:45 PM,6:15 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 58,,NP44 4NP,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,02-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,0.493,2.33
Carer 58,,NP44 4NP,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,02-Nov-20,7:00 PM,7:30 PM,Weekday Half Hour,0.5,4.361,9.22
Carer 58,,NP44 4NP,WA01,Client 219,,,,,NP7 9UR,Monmouth,Social Services,02-Nov-20,7:30 PM,7:45 PM,Weekday Fifteen Minutes,0.25,7.723,13.4
Carer 58,,NP44 4NP,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,02-Nov-20,7:45 PM,8:15 PM,Weekday Half Hour,0.5,6.251,13.49
Carer 58,,NP44 4NP,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,02-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,0.664,3.09
Carer 58,,NP44 4NP,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,02-Nov-20,8:45 PM,9:15 PM,Weekday Half Hour,0.5,0.694,3.12
Carer 58,,NP44 4NP,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,02-Nov-20,9:15 PM,9:45 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 58,,NP44 4NP,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,03-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,,
Carer 58,,NP44 4NP,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,03-Nov-20,5:00 PM,5:30 PM,Weekday Half Hour,0.5,0.85,3.18
Carer 58,,NP44 4NP,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,03-Nov-20,5:30 PM,6:00 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 58,,NP44 4NP,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,03-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,0.493,2.33
Carer 58,,NP44 4NP,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,03-Nov-20,7:00 PM,7:30 PM,Weekday Half Hour,0.5,4.361,9.22
Carer 58,,NP44 4NP,WA01,Client 219,,,,,NP7 9UR,Monmouth,Social Services,03-Nov-20,7:30 PM,7:45 PM,Weekday Fifteen Minutes,0.25,7.723,13.4
Carer 58,,NP44 4NP,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,03-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,6.251,13.49
Carer 58,,NP44 4NP,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,03-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,0.664,3.09
Carer 58,,NP44 4NP,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,03-Nov-20,8:45 PM,9:15 PM,Weekday Half Hour,0.5,0.694,3.12
Carer 58,,NP44 4NP,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,03-Nov-20,9:15 PM,9:45 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,03-Nov-20,8:15 AM,8:45 AM,Weekday Half Hour,0.5,,
Carer 68,,NP16 5LN,WA01,Client 4,,,,,NP26 3NA,Monmouth,Social Services,03-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,6.007,14.35
Carer 68,,NP16 5LN,WA01,Client 235,,,,,NP26 4EH,Monmouth,Private 2016,03-Nov-20,10:15 AM,10:45 AM,Weekday Half Hour,0.5,3.863,8.41
Carer 68,,NP16 5LN,WA01,Client 54,,,,,NP26 3SA,Monmouth,Social Services,03-Nov-20,10:45 AM,11:15 AM,Weekday Half Hour,0.5,1.15,3.13
Carer 68,,NP16 5LN,WA01,Client 209,,,,,NP26 4PL,Monmouth,Social Services,03-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,2.104,6.52
Carer 68,,NP16 5LN,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,03-Nov-20,12:15 PM,12:30 PM,Weekday Fifteen Minutes,0.25,1.792,6.26
Carer 68,,NP16 5LN,WA01,Client 149,,,,,NP16 5RG,Monmouth,Chepstow Block,03-Nov-20,3:45 PM,4:15 PM,Weekday Half Hour,0.5,6.065,13.03
Carer 68,,NP16 5LN,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,03-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,10.316,13.11
Carer 68,,NP16 5LN,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,03-Nov-20,5:00 PM,5:30 PM,Weekday Half Hour,0.5,3.124,7.1
Carer 68,,NP16 5LN,WA01,Client 143,,,,,NP26 5DN,Monmouth,Social Services,03-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,1.867,6.46
Carer 68,,NP16 5LN,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,03-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,0.643,3.19
Carer 68,,NP16 5LN,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,03-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,4.664,11.12
Carer 68,,NP16 5LN,WA01,Client 149,,,,,NP16 5RG,Monmouth,Chepstow Block,03-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,9.615,13.09
Carer 68,,NP16 5LN,WA01,Client 143,,,,,NP26 5DN,Monmouth,Social Services,03-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,5.405,11.42
Carer 68,,NP16 5LN,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,03-Nov-20,9:30 PM,9:45 PM,Weekday Fifteen Minutes,0.25,0.622,2.47
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,04-Nov-20,8:15 AM,8:45 AM,Weekday Half Hour,0.5,2.23,6.2
Carer 68,,NP16 5LN,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,04-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,2.207,6.27
Carer 68,,NP16 5LN,WA01,Client 4,,,,,NP26 3NA,Monmouth,Social Services,04-Nov-20,9:45 AM,10:30 AM,Weekday Three Quarter Hour,0.75,3.8,8.1
Carer 68,,NP16 5LN,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,04-Nov-20,10:30 AM,10:45 AM,Weekday Fifteen Minutes,0.25,3.295,8.31
Carer 68,,NP16 5LN,WA01,Client 209,,,,,NP26 4PL,Monmouth,Social Services,04-Nov-20,11:00 AM,11:30 AM,Weekday Half Hour,0.5,2.279,8.2
Carer 68,,NP16 5LN,WA01,Client 61,,,,,NP26 3EW,Monmouth,Social Services,04-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,4.05,10.35
Carer 68,,NP16 5LN,WA01,Client 15,,,,,NP16 5BP,Monmouth,Chepstow Block,04-Nov-20,1:00 PM,3:00 PM,Weekday Hour,2,11.48,17.21
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,05-Nov-20,8:00 AM,8:30 AM,Weekday Half Hour,0.5,,
Carer 68,,NP16 5LN,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,05-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,2.207,6.27
Carer 68,,NP16 5LN,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,05-Nov-20,10:15 AM,10:45 AM,Weekday Half Hour,0.5,0.253,0.46
Carer 68,,NP16 5LN,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Private 2016,05-Nov-20,10:45 AM,11:45 AM,Weekday Hour,1,,
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,06-Nov-20,8:00 AM,8:30 AM,Weekday Half Hour,0.5,,
Carer 68,,NP16 5LN,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,06-Nov-20,10:15 AM,10:30 AM,Weekday Fifteen Minutes,0.25,3.198,9.25
Carer 68,,NP16 5LN,WA01,Client 156,,,,,NP26 3HT,Monmouth,Social Services,06-Nov-20,10:45 AM,11:30 AM,Weekday Three Quarter Hour,0.75,3.492,9.56
Carer 68,,NP16 5LN,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,06-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,5.813,14.03
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,06-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,2.725,7.23
Carer 68,,NP16 5LN,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,06-Nov-20,7:00 PM,7:15 PM,Weekday Fifteen Minutes,0.25,2.906,10.06
Carer 68,,NP16 5LN,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,06-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,2.208,8.06
Carer 68,,NP16 5LN,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,06-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,2.207,6.27
Carer 68,,NP16 5LN,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,06-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.991,3.11
Carer 68,,NP16 5LN,WA01,Client 149,,,,,NP16 5RG,Monmouth,Chepstow Block,08-Nov-20,4:00 PM,4:30 PM,Weekday Half Hour,0.5,,
Carer 68,,NP16 5LN,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,08-Nov-20,4:45 PM,5:15 PM,Weekend Half Hour,0.5,10.316,13.11
Carer 68,,NP16 5LN,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,08-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,3.124,7.1
Carer 68,,NP16 5LN,WA01,Client 143,,,,,NP26 5DN,Monmouth,Social Services,08-Nov-20,6:00 PM,6:30 PM,Weekend Half Hour,0.5,1.867,6.46
Carer 68,,NP16 5LN,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,08-Nov-20,7:15 PM,7:45 PM,Weekend Half Hour,0.5,4.252,9.24
